,Unnamed: 0,enrollee_id,city,city_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,Additional Info,Approval
2079,2079,11458,27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,1.0,,,4.0,139,"I always wanted to pursue a career in information technology. So I did my graduation in Bachelor of Information Technology (BSC.IT) where I got to learn a combination of both information technology and management. I have learned subjects like Artificial Intelligence, Business Intelligence, Data Analysis, Information Security. All the branches one needs to know in Information Technology. These courses have boosted my interest and furnished me with different aspects of Information Technology. Currently, I'm pursuing my master's in information Technology where I'm learning subjects like cloud computing, data science, soft computing. I'm Looking forward to making my career in software developer, Information Security or Data Analyst.",2
2080,2080,20348,150,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,8.0,50-99,Public Sector,1.0,37," Understanding the requirement and functionality of the system. 
 Preparing and executing test cases as per requirement. 
 Preparing defect report and assigning the defects to the developer. 
 Involved in various testing phases like Sanity, Functional, Smoke and Regression. 
 Raising defects using the defects management tools like JIRA, SIM and Trouble Ticket. 
 Worked on Android, iOS and Web applications for different localities. 
 Validated beta and non beta bugs in Prod and Gamma Environment. 
 Worked closely with the QAE managers in important releases. 
 Provided best quality of results in gamma and prod patch. 
 Maintained Inventory work which includes unreleased devices and testing mobiles. 
 Worked on Echo Dot, Echo Dot ver2, Echo, Echo Show, Echo Plus, Echo Spot, Different types of Fire TV and three other confidential devices. 
 Trained freshers to provide best results for customer centric approach. 
 Handled important email complaint about Alexa and feedback from Alexa users from Amazon.com customers.",2
2081,2081,21057,103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9.0,50-99,Pvt Ltd,2.0,42,"To work in a collaborative environment, be top notch in my field and make a healthy contribution in my workplace, wherein 
I can use and nurture my programming skills for the benefit of the organization and the world.",2
2082,2082,26446,21,0.624,,Has relevent experience,Full time course,Masters,STEM,1.0,10/49,Funded Startup,2.0,15," 3 Years' of extensive experience in building Robotics Process Automation tools like Blue Prism, Fusion, Kryon, Automation Anywhere and UI Path 
 Mentoring colleagues through the Blue Prism training and accreditation program - providing advice and guidance on best practice and development techniques 
 Provide development and testing support, and follow implementation of standards and best practices in alignment with our architecture patterns 
 Ongoing contribution to the automation Practices and Frameworks in order to drive a culture of continuous improvement 
 Work across the organization to provide business process or design recommendations consistent with long term business and IT strategy 
 Successfully delivered projects in Blue Prism and Fusion 
 Expertise in Scheduling, Work Queues and Operation from Control Room 
 Having Experience in building POC's on Kryon, Automation Anywhere and UI Path Automation tools",2
2083,2083,24170,114,0.9259999999999999,,Has relevent experience,no_enrollment,High School,,7.0,100-500,Pvt Ltd,3.0,40,"To get a Platform in an emerging and growing company with an attitude to adopt 
 
new challenges and keeping its values and utilize my full worth using all 
 
credential, analytical and professional skills. Enhance my abilities to contribute 
 
towards the growth of the industry with utmost sincerity and hard work. 
 
 To get a Platform in an emerging, growing and technical company with an attitude to adopt new circumstances and challenges on Data analysis, Machine learning and Artificial Intelligence and keeping its values and utilize my full worth using all credential, analytical, technical and professional skills. 
 Enhance my abilities to contribute towards the growth of the industry with utmost sincerity, willingness and hard work. 
 
Internship: 
 
1. Digital Marketing Professional Institute, Dwarka Delhi June 2017-july 2017 
 
Project Title: Wordpress, Content Writing and SEO 
Brief Description: 
 
 Learned and worked on Wordpress and created website using Wordpress. 
 Posted lots of article on Wordpress website and learned tools for Content Writing. 
 Learned various tools of digital marketing and worked on them. 
 Learned on worked on SEO tagging for blog. 
 Created effective Ppt for Presentation on Digital marketing.",2
2084,2084,16216,75,0.9390000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,19.0,10/49,Pvt Ltd,4.0,51,"I am a Hard-working achiever, dedicated to on-time delivery, and an enthusiastic team player. Little less than 1 year 
of Experience. To work for an organization that provides me the opportunity to improve my skills and knowledge to 
grow along with the organization.",2
2085,2085,28349,114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.0,100-500,Pvt Ltd,1.0,21,"More than 12 years of experience delivering and conceptualizing platforms and solutions in Computational Linguistics, Artificial Intelligence, Search Engine Analytics, Natural Language Processing and Big Data. Skilled in building cross-functional teams, demonstrating exceptional communication skills and making critical decisions. A proven track record of turning around difficult situations to advantage. Avid academician with multiple published headers and classroom teaching experience.",2
2086,2086,17295,16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,11.0,1000-4999,Pvt Ltd,4.0,56," Product strategy professional responsible for owning product roadmap - planning, executing and 
delivering strategic products under 'Make for India' initiative 
 Seasoned Program Manager with 19yrs experience driving complex global multi-location, cross functional 
programs/projects.",2
2087,2087,33316,103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5.0,10000+,Public Sector,1.0,30," Sixteen years' experience in IT Industry 
 Hands on delivery in roles such as 
 Project Manager, Program Manager, Test Manager, Release Manager 
 Robotics Process Automation Lead, Robotics Process Automation Architect, 
 Developer, Quality Analyst 
 Quality roles such as Process auditor, Industrialization specialist, Delivery 
Excellence specialist 
 Certified Scrum Master",2
2088,2088,5280,134,0.698,Male,Has relevent experience,Full time course,Masters,STEM,6.0,,,1.0,167," Dedicated and accomplished professional with nearly 20 years of rich experience in Human Resource & Recruiting across the verticals of IT/ITES/BFSI 
 Skilled in planning, developing, and implementing strategies, providing training to the staff/new hires, conducting pre-qualify interviews for the candidates, building/maintaining relationships with candidates/members and so on 
 Successful in HR functions such as recruitment, training, payroll and benefits, employer-employee relations and records documentation etc., 
 Hands-on experience in talent management, performance management solutions, compensation & benefits, strategic planning and implementation, HR metrics and analytics 
 Excels at spearheading in researching, identifying and qualifying candidates for several job positions 
 Deft in working with hiring managers to define job requirements, outline job postings, and developing new sourcing strategies 
 Proven ability in handling multiple positions by sourcing, qualifying, coordinating interviews, negotiating and closing candidates 
 Adept in utilizing a collaborative consultative approach and demonstrate a commitment to exceeding client expectations 
 Excellence in analyzing the effectiveness of HR operations, statutory and regulatory compliance 
 Dedicated and committed to working diligently and possess problem solving skills",2
2089,2089,11201,45,0.89,Male,No relevent experience,Full time course,Masters,STEM,9.0,,,1.0,110,NONE,2
